Vnum	Name	Rank	Type	BattleType	Level	ScalePct	Size	AiFlags0	AiFlags1	MountCapacity	RaceFlags	ImmuneFlags	Empire	Folder	OnClick	St	Dx	Ht	Iq	SungMaSt	SungMaDx	SungMaHt	SungMaIq	MinDamage	MaxDamage	MaxHp	RegenCycle	RegenPercent	MinGold	MaxGold	Exp	SungMaExp	Def	AttackSpeed	MoveSpeed	AggressiveHpPct	AggressiveSight	AttackRange	DropItemGroup	ResurrectionVnum	EnchantCurse	EnchantSlow	EnchantPoison	EnchantStun	EnchantCritical	EnchantPenetrate	ResistFist	ResistSword	ResistTwoHanded	ResistDagger	ResistBell	ResistFan	ResistBow	ResistClaw	ResistFire	ResistElect	ResistMagic	ResistWind	ResistPoison	ResistBleeding	AttElec	AttFire	AttIce	AttWind	AttEarth	AttDark	ResistDark	ResistIce	ResistEarth	DamMultiply	SummonVnum	DrainSp	MobColor	PolymorphItem	SkillLevel0	SkillVnum0	SkillLevel1	SkillVnum1	SkillLevel2	SkillVnum2	SkillLevel3	SkillVnum3	SkillLevel4	SkillVnum4	SpBerserk	SpStoneskin	SpGodspeed	SpDeathblow	SpRevive	SpHeal	SpRAtkSpeed	SpRCastSpeed	SpRHPRegen	HitRange
4156	????	BOSS	MONSTER	MELEE	105	100		AGGR,STONESKIN,FALL		0	UNDEAD	SLOW,TERROR,UNK_IMMUNE_FLAG4,UNK_IMMUNE_FLAG5,UNK_IMMUNE_FLAG6,UNK_IMMUNE_FLAG7,UNK_IMMUNE_FLAG8	0	goblin_westboss	0	112	51	102	25	0	0	0	0	424	1440	1521478	0	0	0	0	1	0	84	100	100	100	2000	250	0	0	0	4	0	0	16	16	8	8	8	8	8	8	8	8	0	0	64	0	24	24	0	0	0	0	0	28	-80	0	0	2.0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4157	????	BOSS	MONSTER	MAGIC	105	100		AGGR,FALL		0	UNDEAD	SLOW,TERROR,UNK_IMMUNE_FLAG4,UNK_IMMUNE_FLAG5,UNK_IMMUNE_FLAG6,UNK_IMMUNE_FLAG7,UNK_IMMUNE_FLAG8	0	goblin_southboss	0	113	51	102	25	0	0	0	0	435	480	521478	0	0	0	0	1	0	84	100	100	100	2000	800	0	0	0	4	0	0	16	16	8	8	8	8	8	8	8	8	0	-80	64	0	24	24	28	0	0	0	0	0	0	0	0	2.0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4158	????	BOSS	MONSTER	MELEE	105	100		AGGR,BERSERK,STONESKIN,FALL		0	UNDEAD	SLOW,TERROR,UNK_IMMUNE_FLAG4,UNK_IMMUNE_FLAG5,UNK_IMMUNE_FLAG6,UNK_IMMUNE_FLAG7,UNK_IMMUNE_FLAG8	0	goblin_northboss	0	113	51	102	25	0	0	0	0	435	640	1521478	16	8	0	0	1	0	84	100	100	100	2000	250	0	0	0	4	0	0	16	16	8	8	8	8	8	8	8	8	0	0	64	-80	24	24	0	0	0	28	0	0	0	0	0	2.0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4159	??? ??	S_KNIGHT	MONSTER	MELEE	105	100		AGGR,BERSERK,FALL		0	UNDEAD	STUN,SLOW,TERROR	0	goblin_knight	0	54	48	55	13	0	0	0	0	141	280	173746	24	1	0	0	1	0	40	100	100	100	2000	200	0	0	0	0	2	2	4	8	4	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	4	-50	0	0	1.0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4160	??? ??	KNIGHT	MONSTER	MAGIC	105	100		AGGR,BERSERK,FALL		0	UNDEAD	STUN,SLOW,TERROR	0	goblin_magician	0	53	26	57	13	0	0	0	0	138	280	88590	24	1	0	0	1	0	36	100	100	100	2000	800	0	0	0	0	2	2	4	8	4	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	4	-50	0	0	1.0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4161	????	S_KNIGHT	MONSTER	MELEE	105	100		AGGR,BERSERK,STONESKIN,FALL		0	UNDEAD	STUN,SLOW,TERROR	0	hell_god	0	60	48	60	36	0	0	0	0	83	400	128456	24	4	0	0	1	0	42	100	100	100	2000	250	0	0	20	4	0	0	8	8	8	6	6	6	6	6	6	6	0	0	0	0	0	0	0	0	0	0	0	4	-50	0	0	1.0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4162	????	KNIGHT	MONSTER	MELEE	105	100		AGGR,FALL		0	UNDEAD	STUN,SLOW,TERROR	0	fire_tiger_boss	0	85	43	65	22	0	0	0	0	119	700	221140	0	0	0	0	1	0	90	100	100	100	2000	150	0	0	0	0	0	0	15	20	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4200	?? ????	PAWN	MONSTER	MELEE	108	100		AGGR,BERSERK		0	DEVIL	SLOW,TERROR	0	ch_footman	0	112	58	85	26	0	0	0	0	154	251	58324	3	14	0	0	10575	0	82	110	130	110	2000	50	0	0	0	3	0	0	5	5	20	20	20	20	20	20	20	20	0	-30	30	0	0	0	90	0	0	0	0	0	0	0	0	3.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4201	?? ????	PAWN	MONSTER	RANGE	110	100		AGGR,GODSPEED		0	DEVIL	SLOW,TERROR	0	ch_bowman	0	92	115	60	27	0	0	0	0	188	272	45679	5	14	0	0	10818	0	87	105	150	100	2000	650	0	0	0	0	0	0	5	5	20	20	20	20	20	20	20	20	0	-30	10	0	0	0	90	0	0	0	0	0	0	0	0	2.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4202	?? ????	S_PAWN	MONSTER	MAGIC	110	100		AGGR,REVIVE		0	DEVIL	SLOW,TERROR	0	ch_magician	0	92	60	115	27	0	0	0	0	205	285	50281	5	14	0	0	12987	0	91	100	150	100	2000	700	0	0	0	0	10	10	0	0	20	20	20	20	20	20	20	20	0	-30	-30	0	0	0	90	0	0	0	0	0	0	0	0	3.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4203	?? ?????	S_PAWN	MONSTER	MELEE	114	100		AGGR,BERSERK,FALL		0	DEVIL	SLOW,TERROR	0	ch_footman	0	117	89	61	28	0	0	0	0	154	289	60800	3	14	0	0	29211	0	93	115	130	100	2000	50	0	0	0	5	0	0	6	3	20	20	20	20	20	20	20	20	0	-30	30	0	0	0	90	0	0	0	0	0	0	0	0	2.0	0	15	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4204	?? ?????	KNIGHT	MONSTER	RANGE	116	100		AGGR,GODSPEED		0	DEVIL	SLOW,TERROR	0	ch_bowman	0	96	119	62	29	0	0	0	0	141	289	52936	3	14	0	0	29880	0	97	110	150	100	2000	700	0	0	0	0	3	3	6	6	20	20	20	20	20	20	20	20	0	-30	20	0	0	0	90	0	0	0	0	0	0	0	0	3.0	0	15	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4205	?? ?????	KNIGHT	MONSTER	MAGIC	118	100		AGGR,REVIVE		0	DEVIL	SLOW,TERROR	0	ch_magician	0	98	63	122	29	0	0	0	0	144	306	59137	4	14	0	0	30531	0	103	110	150	100	2000	700	0	0	0	10	0	10	2	2	20	20	20	20	20	20	20	20	0	-30	40	0	0	0	90	0	0	0	0	0	0	0	0	3.0	0	30	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4206	?? ?????	S_KNIGHT	MONSTER	MELEE	120	100		AGGR,STONESKIN,FALL		0	DEVIL	SLOW,TERROR	0	ch_officer	0	124	94	65	30	0	0	0	0	147	323	89360	5	20	0	0	62370	0	110	105	130	100	2000	50	0	0	0	5	0	5	8	8	20	20	20	20	20	20	20	20	0	-30	-10	0	0	0	90	0	0	0	0	0	0	0	0	3.0	0	20	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4207	?? ????	S_KNIGHT	MONSTER	MELEE	116	100		AGGR,BERSERK,DEATHBLOW,REVIVE		0	DEVIL	STUN,SLOW,TERROR	0	ch_general	0	124	94	65	30	0	0	0	0	144	268	620000	2	9	0	0	67050	0	105	140	130	100	2000	100	0	0	0	0	0	5	15	15	20	20	20	20	20	20	20	20	0	-30	20	0	0	0	90	0	0	0	0	0	0	0	0	3.0	4200	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4208	?? ????	S_KNIGHT	MONSTER	MELEE	110	100		AGGR,BERSERK,DEATHBLOW,REVIVE		0	DEVIL	STUN,SLOW,TERROR	0	ch_general	0	124	94	65	30	0	0	0	0	144	268	600000	4	14	0	0	67050	0	105	140	130	100	2000	100	0	0	0	0	0	5	10	20	20	20	20	20	20	20	20	20	0	-30	20	0	0	0	90	0	0	0	0	0	0	0	0	3.0	4200	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4209	?? ?????	BOSS	MONSTER	MELEE	115	100		AGGR,BERSERK,DEATHBLOW,REVIVE,FALL		0	DEVIL	STUN,SLOW,TERROR	0	ch_general	0	124	94	65	30	0	0	0	0	147	308	800000	17	30	0	0	684900	0	107	140	130	100	2000	100	0	0	0	5	5	15	10	10	20	20	20	20	20	20	20	20	0	-20	20	0	0	0	90	0	0	0	0	0	0	0	0	4.0	4206	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4210	?? ?????	BOSS	MONSTER	MELEE	115	100		AGGR,BERSERK,DEATHBLOW,REVIVE,FALL		0	DEVIL	STUN,SLOW,TERROR	0	ch_general	0	124	94	65	30	0	0	0	0	147	308	500000	8	16	0	0	684900	0	107	140	130	100	2000	100	0	0	0	5	5	15	10	10	20	20	20	20	20	20	20	20	0	-20	20	0	0	0	90	0	0	0	0	0	0	0	0	4.0	4206	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4220	?? ??	PAWN	MONSTER	MAGIC	110	100		AGGR,GODSPEED		0		SLOW,TERROR	0	fire_ghost	0	130	67	130	31	0	0	0	0	389	441	32964	3	5	0	0	1984	0	105	110	110	100	2000	850	0	0	0	0	0	0	0	10	20	20	20	20	20	20	20	20	-30	0	0	0	0	0	0	90	0	0	0	0	0	0	0	2.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4221	?? ??	PAWN	MONSTER	MELEE	112	100		AGGR,REVIVE		0		SLOW,TERROR	0	fire_tiger_boss	0	131	68	131	31	0	0	0	0	390	443	66876	3	5	0	0	4810	0	126	110	110	100	2000	100	0	0	0	0	5	0	0	12	20	20	20	20	20	20	20	20	-30	0	0	0	0	0	0	90	0	0	0	0	0	0	0	2.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4222	?? ???	S_PAWN	MONSTER	MELEE	113	100		AGGR,STONESKIN		0		SLOW,TERROR	0	fire_man	0	74	133	69	32	0	0	0	0	394	447	68767	5	7	0	0	4905	0	128	110	110	100	2000	100	0	0	0	0	3	0	3	15	20	20	20	20	20	20	20	20	-30	0	0	0	0	0	0	90	0	0	0	0	0	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4223	?? ???	S_PAWN	MONSTER	MELEE	113	100		AGGR,GODSPEED,FALL		0		SLOW,TERROR	0	fire_knight	0	130	67	130	31	0	0	0	0	389	441	32964	3	5	0	0	1984	0	105	110	110	100	2000	100	0	0	0	0	0	0	0	10	20	20	20	20	20	20	20	20	-30	0	0	0	0	0	0	90	0	0	0	0	0	0	0	2.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4224	?? ??	KNIGHT	MONSTER	MELEE	116	100		AGGR,REVIVE,UNK_AI_FLAG24		0		SLOW,TERROR	0	fire_king	0	131	68	131	31	0	0	0	0	390	443	66876	3	5	0	0	4810	0	126	110	110	100	2000	100	0	0	0	0	5	0	0	12	20	20	20	20	20	20	20	20	-30	0	0	0	0	0	0	90	0	0	0	0	0	0	0	2.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4225	?? ??	KNIGHT	MONSTER	MELEE	116	100		AGGR,STONESKIN,UNK_AI_FLAG24		0		SLOW,TERROR	0	firegolem_soldier	0	74	133	69	32	0	0	0	0	394	447	68767	5	7	0	0	4905	0	128	110	110	100	2000	100	0	0	0	0	3	0	3	15	20	20	20	20	20	20	20	20	-30	0	0	0	0	0	0	90	0	0	0	0	0	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4226	?? ??	KNIGHT	MONSTER	MELEE	118	100		AGGR,BERSERK,UNK_AI_FLAG24		0		SLOW,TERROR	0	firegolem_magician	0	135	70	135	32	0	0	0	0	374	471	145252	5	10	0	0	14860	0	150	110	110	100	2000	100	0	0	0	0	0	10	10	16	20	20	20	20	20	20	20	20	-30	0	0	0	0	0	0	90	0	0	0	0	0	0	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4227	?? ??	S_KNIGHT	MONSTER	MELEE	118	100		AGGR,GODSPEED,UNK_AI_FLAG24		0		SLOW,TERROR	0	firegolem_general	0	136	70	136	32	0	0	0	0	375	473	294424	5	15	0	0	35842	0	183	110	110	100	2000	100	0	0	0	0	5	0	5	15	20	20	20	20	20	20	20	20	-30	0	0	0	0	0	0	90	0	0	0	0	0	0	0	3.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4228	?? ???	S_KNIGHT	MONSTER	MELEE	120	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE,FALL,UNK_AI_FLAG24		0		STUN,SLOW,TERROR	0	firegolem_boss	0	104	137	71	33	0	0	0	0	354	497	795158	10	15	0	0	174399	0	217	110	110	100	2000	100	0	0	0	0	0	0	3	15	20	20	20	20	20	20	20	20	-30	0	0	0	0	0	0	90	0	0	0	0	0	0	0	4.0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4229	?? ????	S_KNIGHT	MONSTER	MELEE	120	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE,FALL,UNK_AI_FLAG24		0		STUN,SLOW,TERROR	0	firegolem_boss	0	104	137	71	33	0	0	0	0	354	497	795158	10	15	0	0	174399	0	217	110	110	100	2000	100	0	0	0	0	0	0	3	15	20	20	20	20	20	20	20	20	-30	0	0	0	0	0	0	90	0	0	0	0	0	0	0	4.0	4227	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4240	?? ??	PAWN	MONSTER	MAGIC	110	100		AGGR,GODSPEED		0		SLOW,TERROR	0	ice_snow_monster	0	130	67	130	31	0	0	0	0	389	441	37964	3	5	0	0	1984	0	105	110	110	100	2000	850	0	0	0	0	0	0	0	10	20	20	20	20	20	20	20	20	0	0	0	0	0	0	0	0	90	0	0	0	0	-30	0	2.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4241	?? ??	PAWN	MONSTER	MELEE	110	100		AGGR,REVIVE		0		SLOW,TERROR	0	ice_snow_insect	0	131	68	131	31	0	0	0	0	390	443	66876	3	5	0	0	4810	0	126	110	110	100	2000	100	0	0	0	0	5	0	0	12	20	20	20	20	20	20	20	20	0	0	0	0	0	0	0	0	90	0	0	0	0	-30	0	2.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4242	?? ???	S_PAWN	MONSTER	MELEE	113	100		AGGR,STONESKIN		0		SLOW,TERROR	0	ice_snow_man	0	74	133	69	32	0	0	0	0	394	447	68767	5	7	0	0	4905	0	128	110	110	100	2000	100	0	0	0	0	3	0	3	15	20	20	20	20	20	20	20	20	0	0	0	0	0	0	0	0	90	0	0	0	0	-30	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4243	?? ???	S_PAWN	MONSTER	MELEE	113	100		AGGR,GODSPEED,FALL		0		SLOW,TERROR	0	ice_snow_giant_man	0	130	67	130	31	0	0	0	0	389	441	42964	3	5	0	0	1984	0	105	110	110	100	2000	100	0	0	0	0	0	0	0	10	20	20	20	20	20	20	20	20	0	0	0	0	0	0	0	0	90	0	0	0	0	-30	0	2.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4244	?? ??	KNIGHT	MONSTER	MELEE	116	100		AGGR,REVIVE		0		SLOW,TERROR	0	ice_snow_golem	0	131	68	131	31	0	0	0	0	390	443	66876	3	5	0	0	4810	0	126	110	110	100	2000	100	0	0	0	0	5	0	0	12	20	20	20	20	20	20	20	20	0	0	0	0	0	0	0	0	90	0	0	0	0	-30	0	2.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4245	?? ??	KNIGHT	MONSTER	MELEE	116	100		AGGR,STONESKIN		0		SLOW,TERROR	0	icegolem_soldier	0	74	133	69	32	0	0	0	0	394	447	68767	5	7	0	0	4905	0	128	110	110	100	2000	100	0	0	0	0	3	0	3	15	20	20	20	20	20	20	20	20	0	0	0	0	0	0	0	0	90	0	0	0	0	-30	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4246	?? ??	KNIGHT	MONSTER	MELEE	118	100		AGGR,BERSERK		0		SLOW,TERROR	0	icegolem_magician	0	135	70	135	32	0	0	0	0	374	471	145252	5	10	0	0	14860	0	150	110	110	100	2000	100	0	0	0	0	0	10	10	16	20	20	20	20	20	20	20	20	0	0	0	0	0	0	0	0	90	0	0	0	0	-30	0	2.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4247	?? ??	S_KNIGHT	MONSTER	MELEE	118	100		AGGR,GODSPEED		0		SLOW,TERROR	0	icegolem_general	0	136	70	136	32	0	0	0	0	375	473	294424	5	15	0	0	35842	0	183	110	110	100	2000	100	0	0	0	0	5	0	5	15	20	20	20	20	20	20	20	20	0	0	0	0	0	0	0	0	90	0	0	0	0	-30	0	3.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4248	?? ???	S_KNIGHT	MONSTER	MELEE	120	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE,FALL		0		STUN,SLOW,TERROR	0	icegolem_boss	0	104	137	71	33	0	0	0	0	354	497	893544	10	15	0	0	174399	0	217	110	110	100	2000	100	0	0	0	0	0	0	3	15	20	20	20	20	20	20	20	20	0	0	0	0	0	0	0	0	90	0	0	0	0	-30	0	4.0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4249	?? ????	BOSS	MONSTER	MELEE	120	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE,FALL		0		STUN,SLOW,TERROR	0	icegolem_boss	0	104	137	71	33	0	0	0	0	354	497	893544	10	15	0	0	174399	0	217	110	110	100	2000	100	0	0	0	0	0	0	3	15	20	20	20	20	20	20	20	20	0	0	0	0	0	0	0	0	90	0	0	0	0	-10	0	4.0	4247	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4260	?? ???	PAWN	MONSTER	MELEE	107	130		AGGR		0	DEVIL	SLOW,TERROR	0	trent_soldier	0	117	89	61	28	0	0	0	0	179	287	52210	3	10	0	0	36501	0	117	110	120	100	2000	180	0	0	0	0	0	0	5	5	20	20	20	20	20	20	20	20	0	0	0	-70	0	0	0	0	0	90	0	0	0	0	0	3.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4261	?? ?????	S_PAWN	MONSTER	MELEE	109	140		AGGR,STONESKIN		0	DEVIL	SLOW,TERROR	0	trent_soldier	0	120	92	65	30	0	0	0	0	183	298	78638	4	14	0	0	43401	0	124	110	130	100	2000	180	0	0	0	0	5	5	10	16	20	20	20	20	20	20	20	20	0	0	0	-60	0	0	0	0	0	90	0	0	0	0	0	3.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4262	?? ????	S_PAWN	MONSTER	MAGIC	111	140		AGGR,STONESKIN		0	DEVIL	SLOW,TERROR	0	trent_magic	0	71	119	127	30	0	0	0	0	211	286	59126	5	7	0	0	53202	0	111	110	110	100	2000	850	0	0	0	0	3	0	3	15	20	20	20	20	20	20	20	20	0	0	15	-60	0	0	0	0	0	90	0	0	0	0	0	3.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4263	?? ?????	KNIGHT	MONSTER	MAGIC	112	140		AGGR,BERSERK		0	DEVIL	SLOW,TERROR	0	trent_magic	0	72	98	125	30	0	0	0	0	211	298	74318	5	7	0	0	56850	0	122	110	110	100	2000	850	0	0	0	0	3	0	3	15	20	20	20	20	20	20	20	20	0	0	15	-50	0	0	0	0	0	90	0	0	0	0	0	3.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4264	?? ????	S_KNIGHT	MONSTER	MELEE	113	90		AGGR,BERSERK,FALL		0	DEVIL	SLOW,TERROR	0	trent_general	0	130	67	130	31	0	0	0	0	226	302	217140	10	14	0	0	79821	0	147	110	110	100	2000	100	0	0	0	0	0	0	3	15	20	20	20	20	20	20	20	20	0	0	0	-40	0	0	0	0	0	90	0	0	0	0	0	4.0	4260	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4265	?? ???	BOSS	MONSTER	MELEE	128	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE,FALL		0	DEVIL	STUN,SLOW,TERROR	0	trent_boss	0	133	69	133	32	0	0	0	0	212	320	822784	10	15	0	0	776880	0	176	110	110	100	2000	300	0	0	0	0	0	0	3	15	20	20	20	20	20	20	20	20	0	0	0	-30	0	0	0	0	0	90	0	0	0	0	0	4.0	4263	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4266	?? ?????	S_PAWN	MONSTER	MAGIC	113	140		AGGR,STONESKIN,HEALER		0	DEVIL	SLOW,TERROR	0	lemures_magic	0	98	129	67	31	0	0	0	0	187	258	318318	5	5	0	0	14764	0	123	120	110	100	2000	850	0	0	0	0	3	0	3	15	20	20	20	20	20	20	20	20	0	0	0	-60	0	0	0	0	0	90	0	0	0	0	0	3.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4267	?? ???	PAWN	MONSTER	MELEE	119	130		AGGR		0	DEVIL	SLOW,TERROR	0	trent_soldier	0	117	89	61	28	0	0	0	0	189	297	59652	3	10	0	0	41001	0	117	110	120	100	2000	180	0	0	0	0	0	0	5	5	20	20	20	20	20	20	20	20	0	0	0	-70	0	0	0	0	0	90	0	0	0	0	0	3.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4268	?? ?????	S_PAWN	MONSTER	MELEE	120	140		AGGR,STONESKIN		0	DEVIL	SLOW,TERROR	0	trent_soldier	0	120	92	65	30	0	0	0	0	193	308	72765	4	14	0	0	47901	0	124	110	130	100	2000	180	0	0	0	0	5	5	10	16	20	20	20	20	20	20	20	20	0	0	0	-60	0	0	0	0	0	90	0	0	0	0	0	3.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4269	?? ????	S_PAWN	MONSTER	MAGIC	120	140		AGGR,STONESKIN		0	DEVIL	SLOW,TERROR	0	trent_magic	0	71	119	127	30	0	0	0	0	221	296	97351	5	7	0	0	57702	0	111	110	110	100	2000	850	0	0	0	0	3	0	3	15	20	20	20	20	20	20	20	20	0	0	15	-60	0	0	0	0	0	90	0	0	0	0	0	4.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4270	?? ?????	KNIGHT	MONSTER	MAGIC	121	140		AGGR,BERSERK		0	DEVIL	SLOW,TERROR	0	trent_magic	0	72	98	125	30	0	0	0	0	221	308	103581	5	7	0	0	61350	0	122	110	110	100	2000	850	0	0	0	0	3	0	3	15	20	20	20	20	20	20	20	20	0	0	15	-50	0	0	0	0	0	90	0	0	0	0	0	4.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4271	?? ????	S_KNIGHT	MONSTER	MELEE	125	90		AGGR,BERSERK,FALL		0	DEVIL	SLOW,TERROR	0	trent_general	0	130	67	130	31	0	0	0	0	236	312	221140	10	14	0	0	84321	0	147	110	110	100	2000	100	0	0	0	0	0	0	3	15	20	20	20	20	20	20	20	20	0	0	0	-40	0	0	0	0	0	90	0	0	0	0	0	4.0	4267	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4272	?? ????	BOSS	MONSTER	MELEE	130	130		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE,FALL		0	DEVIL	STUN,SLOW,TERROR	0	trent_boss2	0	136	70	136	33	0	0	0	0	354	517	1809226	30	15	0	0	1732057	0	265	110	110	100	2000	300	0	0	0	0	5	5	10	15	20	20	20	20	20	20	20	20	0	0	0	-30	0	0	0	0	0	90	0	0	0	0	0	4.0	4270	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4273	?? ?????	S_PAWN	MONSTER	MELEE	109	130		AGGR,REVIVE,FALL		0	DEVIL	SLOW,TERROR	0	lemures_soldier2	0	127	97	66	30	0	0	0	0	199	276	66521	4	7	0	0	16882	0	122	110	110	100	2000	100	0	0	0	0	5	0	0	12	20	20	20	20	20	20	20	20	0	0	0	-60	0	0	0	0	0	90	0	0	0	0	0	3.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4274	?? ????	S_PAWN	MONSTER	MAGIC	110	100		AGGR,STONESKIN		0	DEVIL	SLOW,TERROR	0	lemures_magic	0	98	129	67	31	0	0	0	0	207	288	69703	4	14	0	0	17070	0	108	110	110	100	2000	850	0	0	0	0	3	0	3	15	20	20	20	20	20	20	20	20	0	0	15	-60	0	0	0	0	0	90	0	0	0	0	0	3.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4275	?? ????	KNIGHT	MONSTER	MELEE	111	100		AGGR,BERSERK		0	DEVIL	SLOW,TERROR	0	lemures_officer	0	130	67	130	31	0	0	0	0	193	292	91581	5	14	0	0	37974	0	145	110	110	100	2000	100	0	0	0	0	0	10	10	16	20	20	20	20	20	20	20	20	0	0	0	-50	0	0	0	0	0	90	0	0	0	0	0	3.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
